ADDRESS,LOCALITY,STATE,ZIP CODE,COUNTY,STREET,TYPE,PRICE,BEDS,BATHS,BUILD DATE,LOT SIZE,SQFT,FEES,VIEW COUNT,DAYS POSTED,DESCRIPTION
        258 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$19900,,,,0.37,,,110,148,Build your home in a great family setting with lots of roads & nature trails for walking & Hiking. Memberships available at Lake Doster Country Club & Golf Course. Good lot for a walkout basement with a very private rear setting. Maintenance fee $350              
        265 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$235000,,,,0.27,,,96,82,Don't let this beautiful wooded lot slip from your hands. Foundation has already been laid and floor plans designed (subject to buyers approval). Lot backs up to Lake Doster Golf Course with gorgeous views of the fairway from your backyard. Public water and sewer have already been paid for by owner hookup has not been done yet but permits are being held for build. Build to suit. Become a member of the prestigious Lake Doster Lake Association at only $360 a year and build your dream home steps away from the green.              
        269 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$12000,,,,0.37,,,96,26,Beautifully wooded lot backed up to Lake Doster Golf Course. $360/yr Markus Glen Association fee. Lot is offering quiet seclusion and is ready to be built on. $4000 Twp costs for sewer and water.              
        273 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$15000,,,,0.40,,,96,4,Beautifully wooded lot backed up to Lake Doster Golf Course. $360/yr Markus Glen Association fee. Lot is offering quiet seclusion and is ready to be built on. $4000 Twp costs for sewer and water.              
        274 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$16900,,,,0.37,,,110,167,Nicely wooded offering good seclusion and a gentle slope in the rear perfect for a walkout basement.$2000 Twp costs for sewer and water each.              
        278 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$16900,,,,0.60,,$30/,90,19,Looking to live in the desired Doster neighborhood? Look no further large lot with mature trees. You could build your dream home on this private lot. Attached are plat restrictions as well as a drawing of the lot. Live on a private cul-de-sac lot with very little traffic.              
        282 Markus Glen Dr      ,Plainwell,MI, 49080 ,Allegan ,Markus Glen Dr,Lot/Land,$24900,,,,0.60,,$30/,90,30,Looking to live in the desired Doster neighborhood? Look no further large lot with mature trees. You could build your dream home on this private lot. Attached are plat restrictions as well as a drawing of the lot. Live on a private cul-de-sac lot with very little traffic.              
        605 Marsh Rd      ,Plainwell,MI, 49080 ,Allegan ,Marsh Rd,Single-Family Home,$65000,2,1,1973,0.61,1039,,59,271,Nice location for your Starter Home! 2 Bedrooms 1 bath with big living room 2 bedrooms (possible 3rd with a wall). Large garage storage building and a big yard!              
        1024 Marshall Ln      ,Plainwell,MI, 49080 ,Allegan ,Marshall Ln,Single-Family Home,$525000,3,3,1999,22.82,3410,,67,597,Spectacular 3-bedrm 2.5 bath Traditional home features 3410 finished sq ft situated on 22+ acres over 1300' of frontage on the Gun River and a private pond. Only 4 miles to US 131 this home is an easy commute to Kalamazoo & Grand Rapids. Main level has an inviting entry with formal living & dining rms. Enormous kitchen featuring center island with Jen-Air range double oven wine rack solid surface countertops eating area and is open to huge family rm w/ fireplace. Upstairs you will findlarge master bedrm w/ fireplace and 2 walk-in closets. Master bath offers jet tub large shower and door to a private deck that expands the length of the home. Lower level offers a wine cellar another family rm access to pool patio and heated 2 car garage with hot & cold water. Outside you will enjoy the heated pool pool house w/ 1/2 bath 4 car garage and tennis court. Seller will convey all splits about 10 for future development. Schedule a private showing today!              
        408 Midlakes Blvd #4      ,Plainwell,MI, 49080 ,Allegan ,Midlakes Blvd,Lot/Land,$59900,,,,0.98,,,191,93,Four lots are left with access to private all sports Lake Doster. Included with this 0.9 acre parcel comes a newly installed permanent boat slip with 117'' on Midlakes Blvd with sewer water and gas line. A remarkable flat building site it provides . Ownership in Rhapsody in Green includes membership in the Lake Doster association with nearby er Lake opportunities including golf fishing boating and cross-country skiing. LDLA yearly fee is $350 with proposed site condo fee of $300/year. With walking distance to the beach this majestic property is made for those seeking year-round vacation living.              
        410 Midlakes Blvd #5      ,Plainwell,MI, 49080 ,Allegan ,Midlakes Blvd,Lot/Land,$59900,,,,0.93,,,191,69,Four lots are left with access to private all sports Lake Doster. Included with this 0.9 acre parcel comes a newly installed permanent boat slip with 117'' on Midlakes Blvd with sewer water and gas line. A remarkable flat building site it provides . Ownership in Rhapsody in Green includes membership in the Lake Doster association with nearby er Lake opportunities including golf fishing boating and cross-country skiing. LDLA yearly fee is $350 with proposed site condo fee of $300/year. With walking distance to the beach this majestic property is made for those seeking year-round vacation living.              
        412 Midlakes Blvd #6      ,Plainwell,MI, 49080 ,Allegan ,Midlakes Blvd,Lot/Land,$59900,,,,0.88,,,191,14,Four lots are left with access to private all sports Lake Doster. Included with this 0.9 acre parcel comes a newly installed permanent boat slip with 117'' on Midlakes Blvd with sewer water and gas line. A remarkable flat building site it provides . Ownership in Rhapsody in Green includes membership in the Lake Doster association with nearby er Lake opportunities including golf fishing boating and cross-country skiing. LDLA yearly fee is $350 with proposed site condo fee of $300/year. With walking distance to the beach this majestic property is made for those seeking year-round vacation living.              
        416 Midlakes Blvd #8      ,Plainwell,MI, 49080 ,Allegan ,Midlakes Blvd,Lot/Land,$59900,,,,0.97,,,191,60,Four lots are left with access to private all sports Lake Doster. Included with this 0.9 acre parcel comes a newly installed permanent boat slip with 117'' on Midlakes Blvd with sewer water and gas line. A remarkable flat building site it provides . Ownership in Rhapsody in Green includes membership in the Lake Doster association with nearby er Lake opportunities including golf fishing boating and cross-country skiing. LDLA yearly fee is $350 with proposed site condo fee of $300/year. With walking distance to the beach this majestic property is made for those seeking year-round vacation living.              
        425 Midlakes Blvd      ,Plainwell,MI, 49080 ,Allegan ,Midlakes Blvd,Single-Family Home,$500000,4,5,1989,0.45,3623,,13,74,One of Lake Doster's finest walk out ranches on a beautiful half acre lot. This all brick home offers a magnificent southern exposure and 96ft of gorgeous natural frontage. Enjoy the red wing blackbirds wrens herons and even bald eagles from your new Azek composite deck or through the new Marvin casement windows! Home includes over 2000 sq ft on main floor and another 1600 fin in the walk out! Main flr includes a huge liv room overlooking the lake w gas FP formal din room kitchen w customcabs granite counters and center isle laundry half bath full bath and 3 BRs including the first of 2 mstr suites! All baths are updated. Home has 4 FPs! There is an amazing sun room that offers a summer breeze and some of the finest views on the lake. The lot offers a very easy walk to the floating dock and waterfront. Some of the best fishing in the lake can be done right from the dock! Lower level boasts 2nd MBR w/FP that views the water kitchenette/wet bar and huge fam room w gas FP              
        436 Midlakes Blvd      ,Plainwell,MI, 49080 ,Allegan ,Midlakes Blvd,Single-Family Home,$315000,5,4,1978,0.39,3200,,41,154,Inspired by early Colonial architecture this 3-story 5 BR home includes 3.5 baths and over 3000 sq ft. It is dripping w character. It also offers a deeded slip on all-sports Lake Doster! The home sits at the end of a cul-de-sac and is surrounded by deep woods. Incredible condition with newer roof (2011) new granite counters (2012) 95% eff furnace newer central air etc. The home was built virtually by hand and offers a traditional floor plan w/formal liv room and din room fam room hugekitchen w/eating area. There are 2 FPs on the main floor. It includes oak floors and amazing rich wood trim throughout. 2nd floor offers 3 BRs incl a master w/walk in closet full bath. There is a 3rd story w/add'l 2 BRs and full bath. Perfect for teenagers! Lake Doster is a private all-              
        987 Miller Rd      ,Plainwell,MI, 49080 ,Allegan ,Miller Rd,Single-Family Home,$159900,3,2,1989,0.78,1344,,11,933,Professionally Renovated Newer Ranch Home placed in a beautiful setting. Gorgeous large country kitchen has all new cabinetry counters can lighting flooring brand new stainless appliances. Brand new natural gas 90 plus furnace and air conditioner along with new duct work throughout. New exterior doors sliders off dining to a new deck. Nice master suite private bath with a new 5 foot walk in shower. 20 x 24 attached garage. Award winning Plainwell School District. Plenty of wildlife turkeys deer and walking distance to downtown Plainwell. Low Gun Plain Township taxes. Very well insulated should be very economical. Replacement windows all new lighting fixtures paint floor coverings landscaping and more...              
        1058 N Stoneridge Dr      ,Plainwell,MI, 49080 ,Allegan ,N Stoneridge Dr,Lot/Land,$19900,,,,0.41,,,110,,Building site in Plainwell Premiere housing development. Not your average development. Lots of amenities including tennis/basketball courts shaded playground picnic area and even a ball field for the kids. Halfway between Grand Rapids and Kalamazoo. Close to shopping and 131 E-Way. Quality housing throughout this development. More lots available.              
